loyalty_number,country,province,city,postal_code,gender,education,salary,marital_status,loyalty_card,clv,enrollment_type,enrollment_year,enrollment_month,cancellation_year,cancellation_month,total_flights,total_distance,total_points_accumulated,total_points_redeemed,total_redeemed_dollars,active_months,first_activity,last_activity,recency_months,avg_flights_per_month,points_redemption_ratio,distance_per_flight,official_churn,behavioral_churn,churn,salary_imputed,tenure_months
189158,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,54633.0,Married,Star,2489.39,Standard,2016,1,,,30,54196,54196.0,892,161,24,2017-01-01,2018-12-01,0.0,1.25,0.01645877924570079,1806.5333333333333,0,0,0,54633.0,35
163970,Canada,New Brunswick,Moncton,E1A 2A7,Male,College,,Single,Star,2489.66,Standard,2014,8,,,41,59477,59477.0,842,151,24,2017-01-01,2018-12-01,0.0,1.7083333333333333,0.01415673285471695,1450.658536585366,0,0,0,73455.0,52
635719,Canada,Quebec,Tremblant,H5Y 2S9,Female,College,,Single,Star,2489.66,Standard,2013,1,,,43,72944,72944.0,1017,183,24,2017-01-01,2018-12-01,0.0,1.7916666666666667,0.013942202237332748,1696.3720930232557,0,0,0,73455.0,71
500280,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,87135.0,Married,Star,2489.75,Standard,2016,11,,,45,71921,71921.0,2982,537,24,2017-01-01,2018-12-01,0.0,1.875,0.041462159869857206,1598.2444444444445,0,0,0,87135.0,25
139532,Canada,British Columbia,Vancouver,V1E 4R6,Male,High School or Below,72896.0,Divorced,Star,2491.26,Standard,2015,5,,,28,39057,39057.0,1184,213,24,2017-01-01,2018-12-01,0.0,1.1666666666666667,0.030314668305297388,1394.892857142857,0,0,0,72896.0,43
169393,Canada,Quebec,Montreal,H2T 2J6,Female,High School or Below,72896.0,Divorced,Star,2491.26,Standard,2015,4,,,36,53153,53153.0,2112,380,24,2017-01-01,2018-12-01,0.0,1.5,0.0397343517769458,1476.4722222222222,0,0,0,72896.0,44
172259,Canada,British Columbia,Victoria,V10 6T5,Female,High School or Below,72896.0,Divorced,Star,2491.26,Standard,2016,7,2017.0,12.0,22,23489,23489.0,0,0,24,2017-01-01,2018-12-01,0.0,0.9166666666666666,0.0,1067.6818181818182,1,0,1,72896.0,29
177598,Canada,Ontario,Toronto,M8Y 4K8,Male,High School or Below,72896.0,Divorced,Star,2491.26,Standard,2013,10,,,49,67650,67650.0,1845,332,24,2017-01-01,2018-12-01,0.0,2.0416666666666665,0.02727272727272727,1380.6122448979593,0,0,0,72896.0,62
246405,Canada,Ontario,Toronto,M8Y 4K8,Male,High School or Below,72896.0,Divorced,Star,2491.26,Standard,2012,10,,,44,78044,78044.0,1759,316,24,2017-01-01,2018-12-01,0.0,1.8333333333333333,0.02253856798728922,1773.7272727272727,0,0,0,72896.0,74
280864,Canada,Quebec,Montreal,H2Y 2W2,Male,High School or Below,72896.0,Divorced,Star,2491.26,Standard,2014,3,,,51,78772,78772.0,1699,306,24,2017-01-01,2018-12-01,0.0,2.125,0.021568577667191387,1544.549019607843,0,0,0,72896.0,57
404314,Canada,Quebec,Hull,J8Y 3Z5,Male,High School or Below,72896.0,Divorced,Star,2491.26,Standard,2016,4,,,40,49455,49455.0,884,159,24,2017-01-01,2018-12-01,0.0,1.6666666666666667,0.017874835709230614,1236.375,0,0,0,72896.0,32
434477,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,High School or Below,72896.0,Divorced,Star,2491.26,Standard,2013,11,,,45,72659,72659.0,1239,224,24,2017-01-01,2018-12-01,0.0,1.875,0.017052257807016337,1614.6444444444444,0,0,0,72896.0,61
459345,Canada,British Columbia,Whistler,V6T 1Y8,Female,High School or Below,72896.0,Divorced,Star,2491.26,Standard,2015,11,,,27,43811,43811.0,915,165,24,2017-01-01,2018-12-01,0.0,1.125,0.020885165825934127,1622.6296296296296,0,0,0,72896.0,37
551837,Canada,British Columbia,Victoria,V10 6T5,Male,High School or Below,72896.0,Divorced,Star,2491.26,Standard,2015,9,,,41,67890,67890.0,930,167,24,2017-01-01,2018-12-01,0.0,1.7083333333333333,0.0136986301369863,1655.8536585365853,0,0,0,72896.0,39
632435,Canada,Quebec,Montreal,H2T 2J6,Female,High School or Below,72896.0,Divorced,Star,2491.26,Standard,2017,9,,,30,42755,42755.0,1235,222,24,2017-01-01,2018-12-01,0.0,1.25,0.028885510466612092,1425.1666666666667,0,0,0,72896.0,15
920102,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,High School or Below,72896.0,Divorced,Star,2491.26,Standard,2018,12,,,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,,,0,0,0,72896.0,0
132296,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,58711.0,Divorced,Star,2491.32,Standard,2013,1,,,25,32234,32234.0,1517,273,24,2017-01-01,2018-12-01,0.0,1.0416666666666667,0.04706210833281628,1289.36,0,0,0,58711.0,71
240132,Canada,Ontario,London,M5B 3E4,Female,Bachelor,58711.0,Divorced,Star,2491.32,Standard,2012,11,,,38,58892,58892.0,1346,243,24,2017-01-01,2018-12-01,0.0,1.5833333333333333,0.02285539631868505,1549.7894736842106,0,0,0,58711.0,73
367811,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,58711.0,Divorced,Star,2491.32,Standard,2018,6,,,18,19922,19922.0,0,0,24,2017-01-01,2018-12-01,0.0,0.75,0.0,1106.7777777777778,0,0,0,58711.0,6
418779,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,58711.0,Divorced,Star,2491.32,Standard,2016,4,,,44,62929,62929.0,508,91,24,2017-01-01,2018-12-01,0.0,1.8333333333333333,0.008072589743997204,1430.2045454545455,0,0,0,58711.0,32
432718,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,58711.0,Divorced,Star,2491.32,Standard,2013,4,,,40,68499,68499.0,1615,291,24,2017-01-01,2018-12-01,0.0,1.6666666666666667,0.023576986525350736,1712.475,0,0,0,58711.0,68
671119,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,58711.0,Divorced,Star,2491.32,Standard,2012,5,,,42,57309,57309.0,848,153,24,2017-01-01,2018-12-01,0.0,1.75,0.014796977787084054,1364.5,0,0,0,58711.0,79
762485,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,58711.0,Divorced,Star,2491.32,Standard,2012,11,,,42,69229,69229.0,1306,235,24,2017-01-01,2018-12-01,0.0,1.75,0.018864926548122895,1648.3095238095239,0,0,0,58711.0,73
774272,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,58711.0,Divorced,Star,2491.32,Standard,2013,10,,,45,69909,69909.0,822,148,24,2017-01-01,2018-12-01,0.0,1.875,0.011758142728404069,1553.5333333333333,0,0,0,58711.0,62
822051,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,58711.0,Divorced,Star,2491.32,Standard,2013,11,,,39,51063,51063.0,1190,214,24,2017-01-01,2018-12-01,0.0,1.625,0.023304545365528857,1309.3076923076924,0,0,0,58711.0,61
952545,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,58711.0,Divorced,Star,2491.32,Standard,2012,10,,,29,46425,46425.0,1640,296,24,2017-01-01,2018-12-01,0.0,1.2083333333333333,0.035325794291868606,1600.8620689655172,0,0,0,58711.0,74
968867,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,58711.0,Divorced,Star,2491.32,Standard,2013,12,2014.0,6.0,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,,,1,0,1,58711.0,60
848632,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,59013.0,Divorced,Star,2493.59,Standard,2014,8,,,51,77837,77837.0,643,116,24,2017-01-01,2018-12-01,0.0,2.125,0.008260852807790639,1526.2156862745098,0,0,0,59013.0,52
989568,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,59013.0,Divorced,Star,2493.59,Standard,2014,8,,,19,23545,23545.0,1029,185,24,2017-01-01,2018-12-01,0.0,0.7916666666666666,0.04370354640050966,1239.2105263157894,0,0,0,59013.0,52
164743,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,65461.0,Married,Star,2494.87,Standard,2016,2,,,40,45447,45447.0,401,72,24,2017-01-01,2018-12-01,0.0,1.6666666666666667,0.008823464695139394,1136.175,0,0,0,65461.0,34
172724,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,65461.0,Married,Star,2494.87,Standard,2018,11,,,1,789,789.0,0,0,24,2017-01-01,2018-12-01,0.0,0.041666666666666664,0.0,789.0,0,0,0,65461.0,1
304528,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,51436.0,Married,Star,2495.46,Standard,2018,8,2018.0,8.0,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,,,1,0,1,51436.0,4
419749,Canada,Quebec,Montreal,H3T 8L4,Female,Bachelor,51436.0,Married,Star,2495.46,Standard,2015,9,,,43,57648,57648.0,0,0,24,2017-01-01,2018-12-01,0.0,1.7916666666666667,0.0,1340.6511627906978,0,0,0,51436.0,39
284203,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,,Single,Star,2496.14,Standard,2017,1,,,48,70151,70151.0,1238,223,24,2017-01-01,2018-12-01,0.0,2.0,0.017647645792647288,1461.4791666666667,0,0,0,73455.0,23
914152,Canada,Quebec,Montreal,H2T 9K8,Male,College,,Single,Star,2496.14,Standard,2012,5,,,45,69143,69143.0,731,131,24,2017-01-01,2018-12-01,0.0,1.875,0.010572292206007838,1536.5111111111112,0,0,0,73455.0,79
119135,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,67862.0,Divorced,Star,2496.17,Standard,2013,1,,,44,62976,62976.0,1664,299,24,2017-01-01,2018-12-01,0.0,1.8333333333333333,0.026422764227642278,1431.2727272727273,0,0,0,67862.0,71
691220,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,67862.0,Divorced,Star,2496.17,Standard,2017,1,,,43,64138,64138.0,1028,185,24,2017-01-01,2018-12-01,0.0,1.7916666666666667,0.01602793975490349,1491.5813953488373,0,0,0,67862.0,23
213246,Canada,Ontario,Ottawa,K1F 2R2,Male,College,,Married,Star,2496.48,Standard,2017,10,,,24,44663,44663.0,0,0,24,2017-01-01,2018-12-01,0.0,1.0,0.0,1860.9583333333333,0,0,0,73455.0,14
246571,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Single,Star,2496.77,Standard,2015,4,,,44,69742,69742.0,912,164,24,2017-01-01,2018-12-01,0.0,1.8333333333333333,0.013076768661638611,1585.0454545454545,0,0,0,73455.0,44
930502,Canada,Ontario,Toronto,P2T 6G3,Female,College,,Single,Star,2496.77,Standard,2017,2,,,37,62489,62489.0,420,76,24,2017-01-01,2018-12-01,0.0,1.5416666666666667,0.006721182928195363,1688.8918918918919,0,0,0,73455.0,22
116288,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,50072.0,Married,Star,2497.46,Standard,2017,7,,,33,47604,47604.0,1051,189,24,2017-01-01,2018-12-01,0.0,1.375,0.022077976640618436,1442.5454545454545,0,0,0,50072.0,17
857497,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,50072.0,Married,Star,2497.46,Standard,2016,1,,,43,74294,74294.0,1214,218,24,2017-01-01,2018-12-01,0.0,1.7916666666666667,0.016340485099738875,1727.7674418604652,0,0,0,50072.0,35
369682,Canada,Ontario,Toronto,P1W 1K4,Male,College,,Married,Star,2497.53,Standard,2014,2,,,25,37307,37307.0,1608,289,24,2017-01-01,2018-12-01,0.0,1.0416666666666667,0.04310183075562227,1492.28,0,0,0,73455.0,58
430107,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,,Married,Star,2497.53,Standard,2014,7,,,38,46659,46659.0,588,106,24,2017-01-01,2018-12-01,0.0,1.5833333333333333,0.012602070340127306,1227.8684210526317,0,0,0,73455.0,53
435657,Canada,Quebec,Montreal,H4G 3T4,Female,Master,87710.0,Married,Star,2497.54,Standard,2014,4,,,26,39209,39209.0,1386,249,24,2017-01-01,2018-12-01,0.0,1.0833333333333333,0.035349027009105055,1508.0384615384614,0,0,0,87710.0,56
515822,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Master,87710.0,Married,Star,2497.54,Standard,2017,5,,,20,37219,37219.0,878,158,24,2017-01-01,2018-12-01,0.0,0.8333333333333334,0.023590101829710632,1860.95,0,0,0,87710.0,19
275358,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,81696.0,Single,Star,2497.81,Standard,2014,1,,,46,74499,74499.0,1217,219,24,2017-01-01,2018-12-01,0.0,1.9166666666666667,0.01633578974214419,1619.5434782608695,0,0,0,81696.0,59
456785,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,81696.0,Single,Star,2497.81,Standard,2016,2,,,37,57656,57656.0,969,174,24,2017-01-01,2018-12-01,0.0,1.5416666666666667,0.016806576939087,1558.2702702702702,0,0,0,81696.0,34
188318,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,53467.0,Married,Star,2497.91,Standard,2012,6,,,39,60343,60343.0,0,0,24,2017-01-01,2018-12-01,0.0,1.625,0.0,1547.2564102564102,0,0,0,53467.0,78
966729,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,53467.0,Married,Star,2497.91,Standard,2017,7,,,40,56623,56623.0,0,0,24,2017-01-01,2018-12-01,0.0,1.6666666666666667,0.0,1415.575,0,0,0,53467.0,17
922484,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,54852.0,Married,Star,2498.35,Standard,2012,7,,,50,67977,67977.0,680,122,24,2017-01-01,2018-12-01,0.0,2.0833333333333335,0.010003383497359401,1359.54,0,0,0,54852.0,77
926300,Canada,Quebec,Montreal,H3T 8L4,Male,Bachelor,54852.0,Married,Star,2498.35,Standard,2014,7,,,27,36433,36433.0,913,165,24,2017-01-01,2018-12-01,0.0,1.125,0.025059698624873054,1349.3703703703704,0,0,0,54852.0,53
211891,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,88099.0,Married,Star,2498.96,Standard,2015,5,,,41,56171,56171.0,0,0,24,2017-01-01,2018-12-01,0.0,1.7083333333333333,0.0,1370.0243902439024,0,0,0,88099.0,43
660294,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,88099.0,Married,Star,2498.96,Standard,2014,10,,,35,50988,50988.0,914,164,24,2017-01-01,2018-12-01,0.0,1.4583333333333333,0.017925786459559112,1456.8,0,0,0,88099.0,50
267291,Canada,Ontario,Ottawa,K1G 4Z0,Female,Bachelor,52589.0,Divorced,Star,2499.04,Standard,2014,8,,,42,70583,70583.0,0,0,24,2017-01-01,2018-12-01,0.0,1.75,0.0,1680.547619047619,0,0,0,52589.0,52
409989,Canada,New Brunswick,Fredericton,E3B 2H2,Female,College,,Single,Star,2499.41,Standard,2018,7,,,9,13753,13753.0,449,81,24,2017-01-01,2018-12-01,0.0,0.375,0.032647422380571514,1528.111111111111,0,0,0,73455.0,5
758738,Canada,Quebec,Montreal,H4G 3T4,Male,College,,Single,Star,2499.41,Standard,2013,6,,,22,31781,31781.0,300,54,24,2017-01-01,2018-12-01,0.0,0.9166666666666666,0.009439602278090682,1444.590909090909,0,0,0,73455.0,66
708634,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,84608.0,Married,Star,2499.47,Standard,2012,7,,,51,88261,88261.0,0,0,24,2017-01-01,2018-12-01,0.0,2.125,0.0,1730.6078431372548,0,0,0,84608.0,77
365166,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,56460.0,Married,Star,2509.11,2018 Promotion,2018,4,2018.0,12.0,18,26906,40359.0,562,101,11,2018-02-01,2018-12-01,0.0,1.6363636363636365,0.013925022919299288,1494.7777777777778,1,0,1,56460.0,8
849587,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,52455.0,Married,Star,2499.5,Standard,2017,6,,,37,54418,54418.0,589,106,24,2017-01-01,2018-12-01,0.0,1.5416666666666667,0.010823624535999119,1470.7567567567567,0,0,0,52455.0,18
599442,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Married,Star,2500.24,Standard,2017,2,,,31,44746,44746.0,915,165,24,2017-01-01,2018-12-01,0.0,1.2916666666666667,0.020448755195995174,1443.4193548387098,0,0,0,73455.0,22
752580,Canada,Ontario,Toronto,P1W 1K4,Male,College,,Married,Star,2500.24,Standard,2017,7,,,24,41220,41220.0,0,0,24,2017-01-01,2018-12-01,0.0,1.0,0.0,1717.5,0,0,0,73455.0,17
462663,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,50858.0,Married,Star,2500.83,Standard,2015,10,,,43,62352,62352.0,496,89,24,2017-01-01,2018-12-01,0.0,1.7916666666666667,0.007954837054144213,1450.046511627907,0,0,0,50858.0,38
978048,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,50858.0,Married,Star,2500.83,Standard,2017,8,,,18,25955,25955.0,1149,207,24,2017-01-01,2018-12-01,0.0,0.75,0.04426892698901946,1441.9444444444443,0,0,0,50858.0,16
826975,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,73010.0,Divorced,Star,2500.84,Standard,2018,6,,,13,10399,10399.0,485,87,24,2017-01-01,2018-12-01,0.0,0.5416666666666666,0.04663909991345322,799.9230769230769,0,0,0,73010.0,6
858427,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,73010.0,Divorced,Star,2500.84,Standard,2015,10,2016.0,6.0,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,,,1,0,1,73010.0,38
420457,Canada,Quebec,Montreal,H2T 9K8,Female,College,,Divorced,Star,2502.21,Standard,2012,10,,,45,60419,60419.0,587,106,24,2017-01-01,2018-12-01,0.0,1.875,0.009715486850163027,1342.6444444444444,0,0,0,73455.0,74
497108,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,,Divorced,Star,2502.21,Standard,2014,5,,,32,58033,58033.0,0,0,24,2017-01-01,2018-12-01,0.0,1.3333333333333333,0.0,1813.53125,0,0,0,73455.0,55
238156,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Married,Star,2502.64,Standard,2012,8,,,43,57055,57055.0,1293,232,24,2017-01-01,2018-12-01,0.0,1.7916666666666667,0.022662343352905092,1326.860465116279,0,0,0,73455.0,76
383367,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,60721.0,Married,Star,2520.82,2018 Promotion,2018,3,,,49,47279,70918.5,413,74,11,2018-02-01,2018-12-01,0.0,4.454545454545454,0.005823586229263168,964.8775510204082,0,0,0,60721.0,9
250619,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,66507.0,Married,Star,2503.6,Standard,2016,3,,,35,61564,61564.0,404,73,24,2017-01-01,2018-12-01,0.0,1.4583333333333333,0.006562276655188097,1758.9714285714285,0,0,0,66507.0,33
680376,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,66507.0,Married,Star,2503.6,Standard,2018,8,,,8,10654,10654.0,0,0,24,2017-01-01,2018-12-01,0.0,0.3333333333333333,0.0,1331.75,0,0,0,66507.0,4
691855,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,70937.0,Married,Star,2503.66,Standard,2018,10,,,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,,,0,0,0,70937.0,2
833728,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,70937.0,Married,Star,2503.66,Standard,2014,11,,,34,55432,55432.0,0,0,24,2017-01-01,2018-12-01,0.0,1.4166666666666667,0.0,1630.3529411764705,0,0,0,70937.0,49
258951,Canada,Ontario,Toronto,M2P 4F6,Male,College,,Single,Star,2504.44,Standard,2013,8,,,32,51661,51661.0,484,87,24,2017-01-01,2018-12-01,0.0,1.3333333333333333,0.009368769477942742,1614.40625,0,0,0,73455.0,64
354477,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,College,,Single,Star,2504.44,Standard,2016,5,,,43,61259,61259.0,858,155,24,2017-01-01,2018-12-01,0.0,1.7916666666666667,0.014006105225354643,1424.6279069767443,0,0,0,73455.0,31
417001,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,80261.0,Single,Star,2504.87,Standard,2018,8,,,1,1729,1729.0,0,0,24,2017-01-01,2018-12-01,0.0,0.041666666666666664,0.0,1729.0,0,0,0,80261.0,4
626211,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,80261.0,Single,Star,2504.87,Standard,2014,2,,,31,40572,40572.0,746,134,24,2017-01-01,2018-12-01,0.0,1.2916666666666667,0.0183870649709159,1308.774193548387,0,0,0,80261.0,58
597197,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,96494.0,Married,Star,2504.91,Standard,2015,11,,,33,40342,40342.0,2356,424,24,2017-01-01,2018-12-01,0.0,1.375,0.05840067423528829,1222.4848484848485,0,0,0,96494.0,37
986421,Canada,Alberta,Peace River,T9O 2W2,Male,Bachelor,96494.0,Married,Star,2504.91,Standard,2013,4,,,24,27119,27119.0,1555,280,24,2017-01-01,2018-12-01,0.0,1.0,0.05733987241417456,1129.9583333333333,0,0,0,96494.0,68
779085,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,76211.0,Single,Star,2505.42,Standard,2015,12,,,52,77287,77287.0,1645,297,24,2017-01-01,2018-12-01,0.0,2.1666666666666665,0.021284303957974822,1486.2884615384614,0,0,0,76211.0,36
921705,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,76211.0,Single,Star,2505.42,Standard,2016,8,,,48,74439,74439.0,596,107,24,2017-01-01,2018-12-01,0.0,2.0,0.008006555703327556,1550.8125,0,0,0,76211.0,28
317888,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,76838.0,Married,Star,2506.02,Standard,2014,2,,,30,49656,49656.0,0,0,24,2017-01-01,2018-12-01,0.0,1.25,0.0,1655.2,0,0,0,76838.0,58
777171,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,76838.0,Married,Star,2506.02,Standard,2014,5,,,40,54743,54743.0,898,161,24,2017-01-01,2018-12-01,0.0,1.6666666666666667,0.01640392378934293,1368.575,0,0,0,76838.0,55
932745,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,99269.0,Married,Star,2506.2,Standard,2017,5,,,19,29425,29425.0,0,0,24,2017-01-01,2018-12-01,0.0,0.7916666666666666,0.0,1548.6842105263158,0,0,0,99269.0,19
947620,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,99269.0,Married,Star,2506.2,Standard,2016,10,,,23,29256,29256.0,896,161,24,2017-01-01,2018-12-01,0.0,0.9583333333333334,0.030626196335794366,1272.0,0,0,0,99269.0,26
742509,Canada,Quebec,Montreal,H3T 8L4,Female,High School or Below,54228.0,Divorced,Star,2506.26,Standard,2014,7,,,45,68239,68239.0,1931,348,24,2017-01-01,2018-12-01,0.0,1.875,0.028297601078562114,1516.4222222222222,0,0,0,54228.0,53
745901,Canada,Ontario,Toronto,M8Y 4K8,Female,College,,Single,Star,2522.41,2018 Promotion,2018,4,,,88,107012,160518.0,537,97,11,2018-02-01,2018-12-01,0.0,8.0,0.0033454192053227676,1216.0454545454545,0,0,0,73455.0,8
202218,Canada,Ontario,Ottawa,K1F 2R2,Male,College,,Single,Star,2506.36,Standard,2017,11,,,13,23122,23122.0,1098,197,24,2017-01-01,2018-12-01,0.0,0.5416666666666666,0.04748724158809792,1778.6153846153845,0,0,0,73455.0,13
612963,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,55976.0,Married,Star,2507.41,Standard,2018,10,,,3,3168,3168.0,0,0,24,2017-01-01,2018-12-01,0.0,0.125,0.0,1056.0,0,0,0,55976.0,2
666473,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,55976.0,Married,Star,2507.41,Standard,2014,8,,,39,57426,57426.0,0,0,24,2017-01-01,2018-12-01,0.0,1.625,0.0,1472.4615384615386,0,0,0,55976.0,52
136715,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,103379.0,Single,Star,2507.88,Standard,2015,4,,,31,54213,54213.0,1351,243,24,2017-01-01,2018-12-01,0.0,1.2916666666666667,0.024920222086953315,1748.8064516129032,0,0,0,103379.0,44
539941,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,103379.0,Single,Star,2507.88,Standard,2014,4,2015.0,5.0,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,,,1,0,1,103379.0,56
486197,Canada,Ontario,Toronto,M2P 4F6,Male,Bachelor,97127.0,Single,Star,2529.08,2018 Promotion,2018,2,,,47,76751,115126.5,0,0,11,2018-02-01,2018-12-01,0.0,4.2727272727272725,0.0,1633.0,0,0,0,97127.0,10
628952,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,56460.0,Married,Star,2509.11,Standard,2015,8,,,31,48306,48306.0,507,91,24,2017-01-01,2018-12-01,0.0,1.2916666666666667,0.010495590609862129,1558.258064516129,0,0,0,56460.0,40
690866,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,86089.0,Single,Star,2509.27,Standard,2012,6,,,42,66885,66885.0,940,170,24,2017-01-01,2018-12-01,0.0,1.75,0.014053973237646707,1592.5,0,0,0,86089.0,78
947158,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,86089.0,Single,Star,2509.27,Standard,2017,7,,,20,28607,28607.0,0,0,24,2017-01-01,2018-12-01,0.0,0.8333333333333334,0.0,1430.35,0,0,0,86089.0,17
123780,Canada,Nova Scotia,Halifax,B3J 9S2,Male,College,,Single,Star,2509.51,Standard,2018,12,,,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,,,0,0,0,73455.0,0
157200,Canada,Saskatchewan,Regina,S6J 3G0,Male,College,,Single,Star,2509.51,Standard,2012,9,,,35,50054,50054.0,612,110,24,2017-01-01,2018-12-01,0.0,1.4583333333333333,0.01222679506133376,1430.1142857142856,0,0,0,73455.0,75
392953,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Single,Star,2510.05,Standard,2017,10,,,20,34627,34627.0,2676,483,24,2017-01-01,2018-12-01,0.0,0.8333333333333334,0.07728073468680509,1731.35,0,0,0,73455.0,14
395962,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,College,,Single,Star,2510.59,Standard,2018,6,,,10,12747,12747.0,0,0,24,2017-01-01,2018-12-01,0.0,0.4166666666666667,0.0,1274.7,0,0,0,73455.0,6
737509,Canada,Quebec,Montreal,H4G 3T4,Male,College,,Single,Star,2510.59,Standard,2017,11,,,20,37318,37318.0,0,0,24,2017-01-01,2018-12-01,0.0,0.8333333333333334,0.0,1865.9,0,0,0,73455.0,13
335852,Canada,Newfoundland,St. John's,A1C 6H9,Female,College,,Married,Star,2510.63,Standard,2015,9,,,45,68391,68391.0,1437,259,24,2017-01-01,2018-12-01,0.0,1.875,0.021011536605693732,1519.8,0,0,0,73455.0,39
481457,Canada,Ontario,Toronto,M2M 7K8,Female,Master,91477.0,Divorced,Star,2538.63,2018 Promotion,2018,4,,,23,37540,56310.0,0,0,11,2018-02-01,2018-12-01,0.0,2.090909090909091,0.0,1632.1739130434783,0,0,0,91477.0,8
659607,Canada,Quebec,Montreal,H3J 5I6,Female,High School or Below,49362.0,Married,Star,2511.7,Standard,2013,4,,,52,64730,64730.0,415,75,24,2017-01-01,2018-12-01,0.0,2.1666666666666665,0.0064112467171327054,1244.8076923076924,0,0,0,49362.0,68
